"ZIPCODE":"55014","TOTALCUSTOMERS":7348,"CUSTOMERSOUT":43
"ZIPCODE":"55016","TOTALCUSTOMERS":15598,"CUSTOMERSOUT":489
"ZIPCODE":"55068","TOTALCUSTOMERS":7953,"CUSTOMERSOUT":1
"ZIPCODE":"55082","TOTALCUSTOMERS":16805,"CUSTOMERSOUT":1
"ZIPCODE":"55101","TOTALCUSTOMERS":5812,"CUSTOMERSOUT":1
"ZIPCODE":"55106","TOTALCUSTOMERS":20608,"CUSTOMERSOUT":1
"ZIPCODE":"55115","TOTALCUSTOMERS":3858,"CUSTOMERSOUT":2
"ZIPCODE":"55126","TOTALCUSTOMERS":13370,"CUSTOMERSOUT":7
"ZIPCODE":"55130","TOTALCUSTOMERS":5599,"CUSTOMERSOUT":0
"ZIPCODE":"55345","TOTALCUSTOMERS":9613,"CUSTOMERSOUT":61
"ZIPCODE":"55347","TOTALCUSTOMERS":11172,"CUSTOMERSOUT":1
"ZIPCODE":"55407","TOTALCUSTOMERS":16997,"CUSTOMERSOUT":1
"ZIPCODE":"55416","TOTALCUSTOMERS":21960,"CUSTOMERSOUT":1
"ZIPCODE":"55419","TOTALCUSTOMERS":12262,"CUSTOMERSOUT":1
"ZIPCODE":"55420","TOTALCUSTOMERS":10804,"CUSTOMERSOUT":42
"ZIPCODE":"55426","TOTALCUSTOMERS":13217,"CUSTOMERSOUT":0
"ZIPCODE":"55433","TOTALCUSTOMERS":8223,"CUSTOMERSOUT":1
"ZIPCODE":"58102","TOTALCUSTOMERS":17646,"CUSTOMERSOUT":7
"ZIPCODE":"79043","TOTALCUSTOMERS":670,"CUSTOMERSOUT":2
"ZIPCODE":"79359","TOTALCUSTOMERS":1768,"CUSTOMERSOUT":1
"ZIPCODE":"54433","TOTALCUSTOMERS":269,"CUSTOMERSOUT":1
"ZIPCODE":"54601","TOTALCUSTOMERS":22847,"CUSTOMERSOUT":6
"ZIPCODE":"54729","TOTALCUSTOMERS":15896,"CUSTOMERSOUT":3
"ZIPCODE":"54751","TOTALCUSTOMERS":9749,"CUSTOMERSOUT":5
"ZIPCODE":"80010","TOTALCUSTOMERS":15544,"CUSTOMERSOUT":1
"ZIPCODE":"80014","TOTALCUSTOMERS":21697,"CUSTOMERSOUT":1
"ZIPCODE":"80031","TOTALCUSTOMERS":15788,"CUSTOMERSOUT":12
"ZIPCODE":"80239","TOTALCUSTOMERS":15448,"CUSTOMERSOUT":1
"ZIPCODE":"80401","TOTALCUSTOMERS":20674,"CUSTOMERSOUT":8
"ZIPCODE":"80439","TOTALCUSTOMERS":9835,"CUSTOMERSOUT":196
"ZIPCODE":"80454","TOTALCUSTOMERS":741,"CUSTOMERSOUT":417
"ZIPCODE":"80457","TOTALCUSTOMERS":511,"CUSTOMERSOUT":365
"ZIPCODE":"80465","TOTALCUSTOMERS":4318,"CUSTOMERSOUT":143
"ZIPCODE":"80516","TOTALCUSTOMERS":6356,"CUSTOMERSOUT":1
"ZIPCODE":"80534","TOTALCUSTOMERS":6553,"CUSTOMERSOUT":1
"ZIPCODE":"81101","TOTALCUSTOMERS":7439,"CUSTOMERSOUT":1
"ZIPCODE":"88201","TOTALCUSTOMERS":13116,"CUSTOMERSOUT":10
"ZIPCODE":"88252","TOTALCUSTOMERS":2817,"CUSTOMERSOUT":1
