"ZIPCODE":"54016","TOTALCUSTOMERS":12341,"CUSTOMERSOUT":9
"ZIPCODE":"80401","TOTALCUSTOMERS":20674,"CUSTOMERSOUT":8
"ZIPCODE":"80516","TOTALCUSTOMERS":6356,"CUSTOMERSOUT":2
"ZIPCODE":"88201","TOTALCUSTOMERS":13116,"CUSTOMERSOUT":10
"ZIPCODE":"55013","TOTALCUSTOMERS":3231,"CUSTOMERSOUT":1
"ZIPCODE":"55014","TOTALCUSTOMERS":7348,"CUSTOMERSOUT":11
"ZIPCODE":"55068","TOTALCUSTOMERS":7953,"CUSTOMERSOUT":1
"ZIPCODE":"55082","TOTALCUSTOMERS":16805,"CUSTOMERSOUT":1
"ZIPCODE":"55115","TOTALCUSTOMERS":3858,"CUSTOMERSOUT":2
"ZIPCODE":"55126","TOTALCUSTOMERS":13370,"CUSTOMERSOUT":7
"ZIPCODE":"55345","TOTALCUSTOMERS":9613,"CUSTOMERSOUT":5
"ZIPCODE":"55407","TOTALCUSTOMERS":16997,"CUSTOMERSOUT":12
"ZIPCODE":"55416","TOTALCUSTOMERS":21960,"CUSTOMERSOUT":1
"ZIPCODE":"55420","TOTALCUSTOMERS":10804,"CUSTOMERSOUT":42
"ZIPCODE":"55443","TOTALCUSTOMERS":13590,"CUSTOMERSOUT":287
"ZIPCODE":"55940","TOTALCUSTOMERS":769,"CUSTOMERSOUT":1
"ZIPCODE":"58102","TOTALCUSTOMERS":17646,"CUSTOMERSOUT":7
"ZIPCODE":"79043","TOTALCUSTOMERS":670,"CUSTOMERSOUT":1
"ZIPCODE":"79359","TOTALCUSTOMERS":1768,"CUSTOMERSOUT":1
