"ZIPCODE":"55082","TOTALCUSTOMERS":16918,"CUSTOMERSOUT":19
"ZIPCODE":"55102","TOTALCUSTOMERS":11947,"CUSTOMERSOUT":5
"ZIPCODE":"55104","TOTALCUSTOMERS":20876,"CUSTOMERSOUT":26
"ZIPCODE":"55105","TOTALCUSTOMERS":13408,"CUSTOMERSOUT":0
"ZIPCODE":"55110","TOTALCUSTOMERS":17001,"CUSTOMERSOUT":1
"ZIPCODE":"55118","TOTALCUSTOMERS":14941,"CUSTOMERSOUT":1
"ZIPCODE":"55130","TOTALCUSTOMERS":5628,"CUSTOMERSOUT":1
"ZIPCODE":"55308","TOTALCUSTOMERS":964,"CUSTOMERSOUT":2
"ZIPCODE":"55317","TOTALCUSTOMERS":7543,"CUSTOMERSOUT":5
"ZIPCODE":"55331","TOTALCUSTOMERS":9706,"CUSTOMERSOUT":10
"ZIPCODE":"55345","TOTALCUSTOMERS":9660,"CUSTOMERSOUT":4
"ZIPCODE":"55374","TOTALCUSTOMERS":7412,"CUSTOMERSOUT":8
"ZIPCODE":"55413","TOTALCUSTOMERS":8407,"CUSTOMERSOUT":10
"ZIPCODE":"55417","TOTALCUSTOMERS":12392,"CUSTOMERSOUT":17
"ZIPCODE":"55433","TOTALCUSTOMERS":8269,"CUSTOMERSOUT":3
"ZIPCODE":"55438","TOTALCUSTOMERS":7796,"CUSTOMERSOUT":11
"ZIPCODE":"55439","TOTALCUSTOMERS":4734,"CUSTOMERSOUT":14
"ZIPCODE":"55443","TOTALCUSTOMERS":13633,"CUSTOMERSOUT":9
"ZIPCODE":"56096","TOTALCUSTOMERS":1615,"CUSTOMERSOUT":1
"ZIPCODE":"57043","TOTALCUSTOMERS":578,"CUSTOMERSOUT":18
"ZIPCODE":"57106","TOTALCUSTOMERS":17263,"CUSTOMERSOUT":2
"ZIPCODE":"57319","TOTALCUSTOMERS":412,"CUSTOMERSOUT":43
"ZIPCODE":"79107","TOTALCUSTOMERS":13008,"CUSTOMERSOUT":54
"ZIPCODE":"54701","TOTALCUSTOMERS":17622,"CUSTOMERSOUT":27
"ZIPCODE":"54729","TOTALCUSTOMERS":16185,"CUSTOMERSOUT":1
"ZIPCODE":"54739","TOTALCUSTOMERS":963,"CUSTOMERSOUT":21
"ZIPCODE":"80011","TOTALCUSTOMERS":23248,"CUSTOMERSOUT":2
"ZIPCODE":"80110","TOTALCUSTOMERS":14038,"CUSTOMERSOUT":1
"ZIPCODE":"80214","TOTALCUSTOMERS":14536,"CUSTOMERSOUT":1
"ZIPCODE":"80216","TOTALCUSTOMERS":10864,"CUSTOMERSOUT":1
"ZIPCODE":"80401","TOTALCUSTOMERS":20846,"CUSTOMERSOUT":27
"ZIPCODE":"80439","TOTALCUSTOMERS":9855,"CUSTOMERSOUT":1
"ZIPCODE":"80550","TOTALCUSTOMERS":10009,"CUSTOMERSOUT":1
"ZIPCODE":"88201","TOTALCUSTOMERS":13148,"CUSTOMERSOUT":14
"ZIPCODE":"88203","TOTALCUSTOMERS":12968,"CUSTOMERSOUT":119
