"ZIPCODE":"54567","TOTALCUSTOMERS":73,"CUSTOMERSOUT":28
"ZIPCODE":"54636","TOTALCUSTOMERS":3714,"CUSTOMERSOUT":116
"ZIPCODE":"54644","TOTALCUSTOMERS":409,"CUSTOMERSOUT":20
"ZIPCODE":"54656","TOTALCUSTOMERS":7609,"CUSTOMERSOUT":43
"ZIPCODE":"54665","TOTALCUSTOMERS":2827,"CUSTOMERSOUT":44
"ZIPCODE":"54669","TOTALCUSTOMERS":3884,"CUSTOMERSOUT":2
"ZIPCODE":null,"TOTALCUSTOMERS":null,"CUSTOMERSOUT":1
"ZIPCODE":"80216","TOTALCUSTOMERS":9497,"CUSTOMERSOUT":2
"ZIPCODE":"80223","TOTALCUSTOMERS":10861,"CUSTOMERSOUT":3
"ZIPCODE":"80543","TOTALCUSTOMERS":3117,"CUSTOMERSOUT":35
"ZIPCODE":"88231","TOTALCUSTOMERS":3412,"CUSTOMERSOUT":1
"ZIPCODE":"49910","TOTALCUSTOMERS":474,"CUSTOMERSOUT":7
"ZIPCODE":"49911","TOTALCUSTOMERS":1950,"CUSTOMERSOUT":1
"ZIPCODE":"49947","TOTALCUSTOMERS":896,"CUSTOMERSOUT":712
"ZIPCODE":"49959","TOTALCUSTOMERS":293,"CUSTOMERSOUT":25
"ZIPCODE":"49967","TOTALCUSTOMERS":9,"CUSTOMERSOUT":9
"ZIPCODE":"49968","TOTALCUSTOMERS":396,"CUSTOMERSOUT":122
"ZIPCODE":"55406","TOTALCUSTOMERS":17222,"CUSTOMERSOUT":2
"ZIPCODE":"55423","TOTALCUSTOMERS":17898,"CUSTOMERSOUT":1
"ZIPCODE":"55427","TOTALCUSTOMERS":11699,"CUSTOMERSOUT":10
"ZIPCODE":"79007","TOTALCUSTOMERS":8211,"CUSTOMERSOUT":1
"ZIPCODE":"79118","TOTALCUSTOMERS":13358,"CUSTOMERSOUT":1
"ZIPCODE":"54457","TOTALCUSTOMERS":1,"CUSTOMERSOUT":1
"ZIPCODE":"54512","TOTALCUSTOMERS":265,"CUSTOMERSOUT":1
"ZIPCODE":"54545","TOTALCUSTOMERS":1575,"CUSTOMERSOUT":36
